task,split,seed,method,example_id,sequence_length,query_pos,reference_delta,target_delta,target_pos,label_token,target_probability,target_rank,top1_hit,top1_confidence,chosen_pos,chosen_delta,chosen_token,chosen_bias
exact_offset_passkey,train,317,no_position,exact_offset_passkey_train_seed317_L32_005,32,31,19,19,12,83,0.0,84,0.0,1.0,0,31,67,0.0
exact_offset_passkey,validation,317,no_position,exact_offset_passkey_validation_seed317_L40_000,40,39,36,36,3,41,0.0,43,0.0,1.0,0,39,97,0.0
exact_offset_passkey,validation,317,no_position,exact_offset_passkey_validation_seed317_L40_001,40,39,32,32,7,44,0.0,46,0.0,1.0,0,39,52,0.0
exact_offset_passkey,validation,317,no_position,exact_offset_passkey_validation_seed317_L40_002,40,39,10,10,29,29,0.0,31,0.0,1.0,0,39,30,0.0
exact_offset_passkey,validation,317,no_position,exact_offset_passkey_validation_seed317_L40_003,40,39,25,25,14,51,0.0,52,0.0,1.0,0,39,42,0.0
exact_offset_passkey,validation,317,no_position,exact_offset_passkey_validation_seed317_L40_004,40,39,8,8,31,41,0.0,42,0.0,1.0,0,39,31,0.0
exact_offset_passkey,validation,317,no_position,exact_offset_passkey_validation_seed317_L40_005,40,39,15,15,24,55,0.0,56,0.0,1.0,0,39,1,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L48_000,48,47,19,19,28,0,0.0,2,0.0,1.0,0,47,8,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L48_001,48,47,20,20,27,8,0.0,10,0.0,1.0,0,47,33,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L48_002,48,47,36,36,11,31,0.0,33,0.0,1.0,0,47,78,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L48_003,48,47,30,30,17,32,0.0,34,0.0,1.0,0,47,90,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L48_004,48,47,35,35,12,44,0.0,46,0.0,1.0,0,47,70,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L48_005,48,47,23,23,24,39,0.0,41,0.0,1.0,0,47,42,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L64_000,64,63,9,9,54,54,0.0,56,0.0,1.0,0,63,71,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L64_001,64,63,24,24,39,76,0.0,77,0.0,1.0,0,63,46,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L64_002,64,63,53,53,10,0,0.0,2,0.0,1.0,0,63,25,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L64_003,64,63,19,19,44,85,0.0,87,0.0,1.0,0,63,94,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L64_004,64,63,34,34,29,107,0.0,108,0.0,1.0,0,63,1,0.0
exact_offset_passkey,test,317,no_position,exact_offset_passkey_test_seed317_L64_005,64,63,39,39,24,7,0.0,9,0.0,1.0,0,63,28,0.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L24_000,24,23,14,14,9,67,1.0,1,1.0,1.0,9,14,67,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L24_001,24,23,8,8,15,68,1.0,1,1.0,1.0,15,8,68,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L24_002,24,23,9,9,14,76,1.0,1,1.0,1.0,14,9,76,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L24_003,24,23,13,13,10,87,1.0,1,1.0,1.0,10,13,87,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L24_004,24,23,3,3,20,84,1.0,1,1.0,1.0,20,3,84,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L24_005,24,23,17,17,6,105,1.0,1,1.0,1.0,6,17,105,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L32_000,32,31,24,24,7,53,1.0,1,1.0,1.0,7,24,53,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L32_001,32,31,10,10,21,46,1.0,1,1.0,1.0,21,10,46,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L32_002,32,31,9,9,22,52,1.0,1,1.0,1.0,22,9,52,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L32_003,32,31,19,19,12,69,1.0,1,1.0,1.0,12,19,69,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L32_004,32,31,17,17,14,74,1.0,1,1.0,1.0,14,17,74,1.0
exact_offset_passkey,train,317,sinusoidal,exact_offset_passkey_train_seed317_L32_005,32,31,19,19,12,83,1.0,1,1.0,1.0,12,19,83,1.0
exact_offset_passkey,validation,317,sinusoidal,exact_offset_passkey_validation_seed317_L40_000,40,39,36,36,3,41,1.0,1,1.0,1.0,3,36,41,1.0
exact_offset_passkey,validation,317,sinusoidal,exact_offset_passkey_validation_seed317_L40_001,40,39,32,32,7,44,1.0,1,1.0,1.0,7,32,44,1.0
exact_offset_passkey,validation,317,sinusoidal,exact_offset_passkey_validation_seed317_L40_002,40,39,10,10,29,29,1.0,1,1.0,1.0,29,10,29,1.0
exact_offset_passkey,validation,317,sinusoidal,exact_offset_passkey_validation_seed317_L40_003,40,39,25,25,14,51,1.0,1,1.0,1.0,14,25,51,1.0
exact_offset_passkey,validation,317,sinusoidal,exact_offset_passkey_validation_seed317_L40_004,40,39,8,8,31,41,1.0,1,1.0,1.0,31,8,41,1.0
exact_offset_passkey,validation,317,sinusoidal,exact_offset_passkey_validation_seed317_L40_005,40,39,15,15,24,55,1.0,1,1.0,1.0,24,15,55,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L48_000,48,47,19,19,28,0,1.0,1,1.0,1.0,28,19,0,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L48_001,48,47,20,20,27,8,1.0,1,1.0,1.0,27,20,8,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L48_002,48,47,36,36,11,31,1.0,1,1.0,1.0,11,36,31,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L48_003,48,47,30,30,17,32,1.0,1,1.0,1.0,17,30,32,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L48_004,48,47,35,35,12,44,1.0,1,1.0,1.0,12,35,44,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L48_005,48,47,23,23,24,39,1.0,1,1.0,1.0,24,23,39,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L64_000,64,63,9,9,54,54,0.0,56,0.0,1.0,22,41,81,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L64_001,64,63,24,24,39,76,0.0,77,0.0,1.0,7,56,31,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L64_002,64,63,53,53,10,0,1.0,1,1.0,1.0,10,53,0,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L64_003,64,63,19,19,44,85,0.0,87,0.0,1.0,12,51,106,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L64_004,64,63,34,34,29,107,1.0,1,1.0,1.0,29,34,107,1.0
exact_offset_passkey,test,317,sinusoidal,exact_offset_passkey_test_seed317_L64_005,64,63,39,39,24,7,1.0,1,1.0,1.0,24,39,7,1.0
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L24_000,24,23,14,14,9,67,0.0,68,0.0,1.0,22,1,57,-0.043478
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L24_001,24,23,8,8,15,68,0.0,69,0.0,1.0,22,1,59,-0.043478
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L24_002,24,23,9,9,14,76,0.0,78,0.0,1.0,22,1,107,-0.043478
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L24_003,24,23,13,13,10,87,0.0,88,0.0,1.0,22,1,18,-0.043478
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L24_004,24,23,3,3,20,84,0.0,86,0.0,1.0,22,1,85,-0.043478
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L24_005,24,23,17,17,6,105,0.0,106,0.0,1.0,22,1,29,-0.043478
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L32_000,32,31,24,24,7,53,0.0,54,0.0,1.0,30,1,22,-0.032258
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L32_001,32,31,10,10,21,46,0.0,48,0.0,1.0,30,1,79,-0.032258
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L32_002,32,31,9,9,22,52,0.0,53,0.0,1.0,30,1,48,-0.032258
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L32_003,32,31,19,19,12,69,0.0,71,0.0,1.0,30,1,99,-0.032258
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L32_004,32,31,17,17,14,74,0.0,76,0.0,1.0,30,1,85,-0.032258
exact_offset_passkey,train,317,alibi,exact_offset_passkey_train_seed317_L32_005,32,31,19,19,12,83,0.0,84,0.0,1.0,30,1,26,-0.032258
exact_offset_passkey,validation,317,alibi,exact_offset_passkey_validation_seed317_L40_000,40,39,36,36,3,41,0.0,43,0.0,1.0,38,1,75,-0.025641
exact_offset_passkey,validation,317,alibi,exact_offset_passkey_validation_seed317_L40_001,40,39,32,32,7,44,0.0,46,0.0,1.0,38,1,106,-0.025641
exact_offset_passkey,validation,317,alibi,exact_offset_passkey_validation_seed317_L40_002,40,39,10,10,29,29,0.0,30,0.0,1.0,38,1,18,-0.025641
exact_offset_passkey,validation,317,alibi,exact_offset_passkey_validation_seed317_L40_003,40,39,25,25,14,51,0.0,53,0.0,1.0,38,1,70,-0.025641
exact_offset_passkey,validation,317,alibi,exact_offset_passkey_validation_seed317_L40_004,40,39,8,8,31,41,0.0,42,0.0,1.0,38,1,17,-0.025641
exact_offset_passkey,validation,317,alibi,exact_offset_passkey_validation_seed317_L40_005,40,39,15,15,24,55,0.0,57,0.0,1.0,38,1,98,-0.025641
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L48_000,48,47,19,19,28,0,0.0,2,0.0,1.0,46,1,91,-0.021277
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L48_001,48,47,20,20,27,8,0.0,10,0.0,1.0,46,1,104,-0.021277
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L48_002,48,47,36,36,11,31,0.0,33,0.0,1.0,46,1,83,-0.021277
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L48_003,48,47,30,30,17,32,0.0,34,0.0,1.0,46,1,56,-0.021277
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L48_004,48,47,35,35,12,44,0.0,46,0.0,1.0,46,1,76,-0.021277
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L48_005,48,47,23,23,24,39,0.0,41,0.0,1.0,46,1,101,-0.021277
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L64_000,64,63,9,9,54,54,0.0,56,0.0,1.0,62,1,81,-0.015873
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L64_001,64,63,24,24,39,76,0.0,77,0.0,1.0,62,1,75,-0.015873
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L64_002,64,63,53,53,10,0,0.0,2,0.0,1.0,62,1,110,-0.015873
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L64_003,64,63,19,19,44,85,0.0,86,0.0,1.0,62,1,13,-0.015873
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L64_004,64,63,34,34,29,107,0.0,108,0.0,1.0,62,1,33,-0.015873
exact_offset_passkey,test,317,alibi,exact_offset_passkey_test_seed317_L64_005,64,63,39,39,24,7,0.0,9,0.0,1.0,62,1,105,-0.015873
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L24_000,24,23,14,14,9,67,1.0,1,1.0,1.0,9,14,67,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L24_001,24,23,8,8,15,68,1.0,1,1.0,1.0,15,8,68,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L24_002,24,23,9,9,14,76,1.0,1,1.0,1.0,14,9,76,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L24_003,24,23,13,13,10,87,1.0,1,1.0,1.0,10,13,87,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L24_004,24,23,3,3,20,84,1.0,1,1.0,1.0,20,3,84,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L24_005,24,23,17,17,6,105,1.0,1,1.0,1.0,6,17,105,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L32_000,32,31,24,24,7,53,1.0,1,1.0,1.0,7,24,53,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L32_001,32,31,10,10,21,46,1.0,1,1.0,1.0,21,10,46,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L32_002,32,31,9,9,22,52,1.0,1,1.0,1.0,22,9,52,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L32_003,32,31,19,19,12,69,1.0,1,1.0,1.0,12,19,69,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L32_004,32,31,17,17,14,74,1.0,1,1.0,1.0,14,17,74,1.0
exact_offset_passkey,train,317,rope_relative,exact_offset_passkey_train_seed317_L32_005,32,31,19,19,12,83,1.0,1,1.0,1.0,12,19,83,1.0
exact_offset_passkey,validation,317,rope_relative,exact_offset_passkey_validation_seed317_L40_000,40,39,36,36,3,41,1.0,1,1.0,1.0,3,36,41,1.0
exact_offset_passkey,validation,317,rope_relative,exact_offset_passkey_validation_seed317_L40_001,40,39,32,32,7,44,1.0,1,1.0,1.0,7,32,44,1.0
exact_offset_passkey,validation,317,rope_relative,exact_offset_passkey_validation_seed317_L40_002,40,39,10,10,29,29,1.0,1,1.0,1.0,29,10,29,1.0
exact_offset_passkey,validation,317,rope_relative,exact_offset_passkey_validation_seed317_L40_003,40,39,25,25,14,51,1.0,1,1.0,1.0,14,25,51,1.0
exact_offset_passkey,validation,317,rope_relative,exact_offset_passkey_validation_seed317_L40_004,40,39,8,8,31,41,1.0,1,1.0,1.0,31,8,41,1.0
exact_offset_passkey,validation,317,rope_relative,exact_offset_passkey_validation_seed317_L40_005,40,39,15,15,24,55,1.0,1,1.0,1.0,24,15,55,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L48_000,48,47,19,19,28,0,1.0,1,1.0,1.0,28,19,0,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L48_001,48,47,20,20,27,8,1.0,1,1.0,1.0,27,20,8,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L48_002,48,47,36,36,11,31,1.0,1,1.0,1.0,11,36,31,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L48_003,48,47,30,30,17,32,1.0,1,1.0,1.0,17,30,32,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L48_004,48,47,35,35,12,44,1.0,1,1.0,1.0,12,35,44,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L48_005,48,47,23,23,24,39,1.0,1,1.0,1.0,24,23,39,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L64_000,64,63,9,9,54,54,1.0,1,1.0,1.0,54,9,54,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L64_001,64,63,24,24,39,76,1.0,1,1.0,1.0,39,24,76,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L64_002,64,63,53,53,10,0,1.0,1,1.0,1.0,10,53,0,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L64_003,64,63,19,19,44,85,1.0,1,1.0,1.0,44,19,85,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L64_004,64,63,34,34,29,107,1.0,1,1.0,1.0,29,34,107,1.0
exact_offset_passkey,test,317,rope_relative,exact_offset_passkey_test_seed317_L64_005,64,63,39,39,24,7,1.0,1,1.0,1.0,24,39,7,1.0
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L24_000,24,23,14,14,9,67,0.0,69,0.0,1.0,4,19,109,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L24_001,24,23,8,8,15,68,0.0,70,0.0,1.0,20,3,107,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L24_002,24,23,9,9,14,76,0.0,77,0.0,1.0,9,14,57,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L24_003,24,23,13,13,10,87,0.0,88,0.0,1.0,5,18,5,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L24_004,24,23,3,3,20,84,0.0,85,0.0,1.0,15,8,77,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L24_005,24,23,17,17,6,105,0.0,107,0.0,1.0,1,22,111,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L32_000,32,31,24,24,7,53,0.0,54,0.0,1.0,26,5,27,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L32_001,32,31,10,10,21,46,0.0,48,0.0,1.0,2,29,108,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L32_002,32,31,9,9,22,52,0.0,54,0.0,1.0,3,28,109,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L32_003,32,31,19,19,12,69,0.0,71,0.0,1.0,17,14,87,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L32_004,32,31,17,17,14,74,0.0,76,0.0,1.0,9,22,80,2.44949
exact_offset_passkey,train,317,phasewrap_bias,exact_offset_passkey_train_seed317_L32_005,32,31,19,19,12,83,0.0,84,0.0,1.0,17,14,26,2.44949
exact_offset_passkey,validation,317,phasewrap_bias,exact_offset_passkey_validation_seed317_L40_000,40,39,36,36,3,41,0.0,43,0.0,1.0,32,7,57,2.44949
exact_offset_passkey,validation,317,phasewrap_bias,exact_offset_passkey_validation_seed317_L40_001,40,39,32,32,7,44,0.0,45,0.0,1.0,26,13,43,2.44949
exact_offset_passkey,validation,317,phasewrap_bias,exact_offset_passkey_validation_seed317_L40_002,40,39,10,10,29,29,0.0,31,0.0,1.0,10,29,80,2.44949
exact_offset_passkey,validation,317,phasewrap_bias,exact_offset_passkey_validation_seed317_L40_003,40,39,25,25,14,51,0.0,52,0.0,1.0,9,30,40,2.44949
exact_offset_passkey,validation,317,phasewrap_bias,exact_offset_passkey_validation_seed317_L40_004,40,39,8,8,31,41,0.0,42,0.0,1.0,36,3,6,2.44949
exact_offset_passkey,validation,317,phasewrap_bias,exact_offset_passkey_validation_seed317_L40_005,40,39,15,15,24,55,0.0,57,0.0,1.0,5,34,60,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L48_000,48,47,19,19,28,0,0.0,2,0.0,1.0,33,14,110,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L48_001,48,47,20,20,27,8,0.0,10,0.0,1.0,8,39,88,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L48_002,48,47,36,36,11,31,0.0,32,0.0,1.0,6,41,0,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L48_003,48,47,30,30,17,32,0.0,34,0.0,1.0,22,25,87,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L48_004,48,47,35,35,12,44,0.0,46,0.0,1.0,41,6,52,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L48_005,48,47,23,23,24,39,0.0,41,0.0,1.0,5,42,72,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L64_000,64,63,9,9,54,54,0.0,56,0.0,1.0,11,52,58,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L64_001,64,63,24,24,39,76,0.0,77,0.0,1.0,58,5,17,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L64_002,64,63,53,53,10,0,0.0,2,0.0,1.0,53,10,15,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L64_003,64,63,19,19,44,85,0.0,86,0.0,1.0,49,14,42,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L64_004,64,63,34,34,29,107,0.0,108,0.0,1.0,48,15,14,2.44949
exact_offset_passkey,test,317,phasewrap_bias,exact_offset_passkey_test_seed317_L64_005,64,63,39,39,24,7,0.0,9,0.0,1.0,19,44,35,2.44949
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L24_000,24,23,14,14,9,67,0.0,69,0.0,1.0,4,19,109,2.395142
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L24_001,24,23,8,8,15,68,0.0,70,0.0,1.0,20,3,107,2.395142
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L24_002,24,23,9,9,14,76,0.0,77,0.0,1.0,9,14,57,2.395142
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L24_003,24,23,13,13,10,87,0.0,88,0.0,1.0,5,18,5,2.395142
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L24_004,24,23,3,3,20,84,0.0,85,0.0,1.0,15,8,77,2.395142
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L24_005,24,23,17,17,6,105,0.0,107,0.0,1.0,1,22,111,2.395142
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L32_000,32,31,24,24,7,53,0.0,54,0.0,1.0,2,29,25,2.409167
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L32_001,32,31,10,10,21,46,0.0,48,0.0,1.0,16,15,106,2.409167
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L32_002,32,31,9,9,22,52,0.0,53,0.0,1.0,17,14,11,2.409167
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L32_003,32,31,19,19,12,69,0.0,71,0.0,1.0,17,14,87,2.409167
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L32_004,32,31,17,17,14,74,0.0,76,0.0,1.0,9,22,80,2.409167
exact_offset_passkey,train,317,phasewrap_adapter,exact_offset_passkey_train_seed317_L32_005,32,31,19,19,12,83,0.0,84,0.0,1.0,17,14,26,2.409167
exact_offset_passkey,validation,317,phasewrap_adapter,exact_offset_passkey_validation_seed317_L40_000,40,39,36,36,3,41,0.0,43,0.0,1.0,8,31,50,2.417438
exact_offset_passkey,validation,317,phasewrap_adapter,exact_offset_passkey_validation_seed317_L40_001,40,39,32,32,7,44,0.0,46,0.0,1.0,2,37,70,2.417438
exact_offset_passkey,validation,317,phasewrap_adapter,exact_offset_passkey_validation_seed317_L40_002,40,39,10,10,29,29,0.0,30,0.0,1.0,24,15,10,2.417438
exact_offset_passkey,validation,317,phasewrap_adapter,exact_offset_passkey_validation_seed317_L40_003,40,39,25,25,14,51,0.0,52,0.0,1.0,9,30,40,2.417438
exact_offset_passkey,validation,317,phasewrap_adapter,exact_offset_passkey_validation_seed317_L40_004,40,39,8,8,31,41,0.0,42,0.0,1.0,36,3,6,2.417438
exact_offset_passkey,validation,317,phasewrap_adapter,exact_offset_passkey_validation_seed317_L40_005,40,39,15,15,24,55,0.0,57,0.0,1.0,29,10,59,2.417438
exact_offset_passkey,test,317,phasewrap_adapter,exact_offset_passkey_test_seed317_L48_000,48,47,19,19,28,0,0.0,2,0.0,1.0,33,14,110,2.422894
exact_offset_passkey,test,317,phasewrap_adapter,exact_offset_passkey_test_seed317_L48_001,48,47,20,20,27,8,0.0,10,0.0,1.0,32,15,62,2.422894
